ticket_id,customer_id,customer_name,customer_email,product_purchased,ticket_type,ticket_subject,ticket_status,resolution,ticket_priority,ticket_channel,first_response_minutes,resolution_hours,customer_satisfaction_rating
TKT00379,CUST01478,Customer 1836,customer908@example.com,CRM License,Billing,Installation help,Closed,Refund processed,Critical,Chat,345,99.95,3
TKT00380,CUST01706,Customer 1492,customer1126@example.com,Analytics Suite,Billing,Login problem,Open,Information provided,Medium,Chat,14,9.83,3
TKT00381,CUST01439,Customer 1585,customer286@example.com,Laptop,Product Question,Login problem,Closed,Refund processed,Critical,Email,238,25.81,4
TKT00382,CUST01702,Customer 1072,customer459@example.com,Support Package,Billing,Payment issue,Open,Password reset,Medium,Chat,91,0.62,3
TKT00383,CUST00745,Customer 1495,customer1945@example.com,Analytics Suite,Feature Request,Installation help,Resolved,Escalated,Low,Email,104,54.05,5
TKT00384,CUST01273,Customer 1053,customer730@example.com,Analytics Suite,Technical Issue,Login problem,Open,Password reset,Critical,Chat,163,105.91,4
TKT00385,CUST00272,Customer 1814,customer1543@example.com,CRM License,Technical Issue,Installation help,Resolved,Password reset,Low,Chat,5,77.61,3
TKT00386,CUST00218,Customer 100,customer908@example.com,Analytics Suite,Technical Issue,Installation help,Closed,Configuration fixed,Low,Email,422,2.63,5
TKT00387,CUST01652,Customer 1585,customer425@example.com,Cloud Subscription,Product Question,Login problem,Open,Escalated,Medium,Web Form,446,3.46,5
TKT00388,CUST00809,Customer 923,customer1202@example.com,Laptop,Technical Issue,Performance issue,Resolved,Information provided,High,Phone,387,86.58,3
TKT00389,CUST01455,Customer 648,customer278@example.com,Laptop,Feature Request,Performance issue,Open,Password reset,High,Chat,274,11.59,2
TKT00390,CUST01923,Customer 1217,customer1994@example.com,AI Platform,Technical Issue,Performance issue,Resolved,Information provided,Critical,Chat,124,26.82,5
TKT00391,CUST01150,Customer 1832,customer1352@example.com,Laptop,Feature Request,Performance issue,Resolved,Information provided,Medium,Chat,369,83.96,4
TKT00392,CUST00214,Customer 561,customer1378@example.com,Support Package,Account Access,General enquiry,Open,Refund processed,Low,Web Form,419,30.23,2
TKT00393,CUST01315,Customer 959,customer52@example.com,Support Package,Account Access,Performance issue,Resolved,Configuration fixed,Medium,Chat,129,59.08,3
TKT00394,CUST01603,Customer 478,customer532@example.com,CRM License,Product Question,Performance issue,Open,Password reset,Critical,Web Form,168,47.74,4
TKT00395,CUST00551,Customer 1637,customer774@example.com,Cloud Subscription,Product Question,Payment issue,In Progress,Configuration fixed,Low,Chat,515,41.58,4
TKT00396,CUST00836,Customer 1102,customer702@example.com,Support Package,Billing,General enquiry,Open,Password reset,Medium,Phone,401,30.68,4
TKT00397,CUST01256,Customer 586,customer228@example.com,Analytics Suite,Technical Issue,Payment issue,Open,Configuration fixed,High,Email,297,49.2,4
TKT00398,CUST01490,Customer 1824,customer88@example.com,Laptop,Billing,Performance issue,Closed,Refund processed,Low,Email,187,22.34,1
TKT00399,CUST00363,Customer 451,customer1192@example.com,Cloud Subscription,Billing,Installation help,Resolved,Password reset,Medium,Web Form,133,114.58,2
TKT00400,CUST00109,Customer 233,customer840@example.com,Support Package,Product Question,Login problem,Open,Refund processed,Low,Phone,127,38.31,3
TKT00401,CUST01276,Customer 515,customer479@example.com,Analytics Suite,Technical Issue,Payment issue,Closed,Refund processed,Low,Email,531,87.61,2
TKT00402,CUST00021,Customer 619,customer1179@example.com,Cloud Subscription,Account Access,Installation help,In Progress,Refund processed,High,Chat,297,35.47,4
TKT00403,CUST00905,Customer 518,customer1982@example.com,Cloud Subscription,Technical Issue,Installation help,Resolved,Information provided,Critical,Web Form,337,31.83,2
TKT00404,CUST00602,Customer 117,customer1899@example.com,Analytics Suite,Billing,General enquiry,Closed,Refund processed,Low,Email,588,58.18,4
TKT00405,CUST00878,Customer 1974,customer1756@example.com,AI Platform,Billing,Payment issue,Resolved,Information provided,High,Email,418,88.04,3
TKT00406,CUST01741,Customer 651,customer536@example.com,Cloud Subscription,Account Access,Performance issue,Resolved,Escalated,Medium,Web Form,388,0.97,3
TKT00407,CUST01872,Customer 1920,customer341@example.com,CRM License,Feature Request,General enquiry,Resolved,Password reset,Medium,Chat,136,20.95,1
TKT00408,CUST01360,Customer 1390,customer488@example.com,Analytics Suite,Account Access,Payment issue,In Progress,Information provided,High,Web Form,212,93.03,4
TKT00409,CUST00744,Customer 1602,customer621@example.com,Analytics Suite,Account Access,Payment issue,In Progress,Escalated,High,Phone,41,42.68,2
TKT00410,CUST01224,Customer 638,customer35@example.com,Analytics Suite,Feature Request,Payment issue,In Progress,Configuration fixed,Low,Web Form,312,102.72,5
TKT00411,CUST00279,Customer 1312,customer628@example.com,AI Platform,Technical Issue,Performance issue,Closed,Escalated,Critical,Phone,165,16.42,5
TKT00412,CUST01996,Customer 798,customer1150@example.com,CRM License,Product Question,Installation help,Open,Escalated,Low,Chat,264,97.65,1
TKT00413,CUST01748,Customer 728,customer500@example.com,Laptop,Product Question,Login problem,Closed,Password reset,High,Web Form,255,74.84,1
TKT00414,CUST00695,Customer 1871,customer1992@example.com,Cloud Subscription,Billing,Payment issue,Resolved,Refund processed,Low,Phone,20,20.63,2
TKT00415,CUST00049,Customer 1719,customer1698@example.com,Analytics Suite,Technical Issue,Installation help,Closed,Refund processed,High,Web Form,302,1.98,2
TKT00416,CUST01701,Customer 695,customer743@example.com,Cloud Subscription,Technical Issue,Performance issue,Closed,Password reset,Low,Chat,405,105.83,5
TKT00417,CUST00061,Customer 8,customer825@example.com,AI Platform,Billing,Performance issue,Resolved,Password reset,Medium,Chat,482,35.02,1
TKT00418,CUST00220,Customer 1080,customer996@example.com,Cloud Subscription,Feature Request,Performance issue,In Progress,Password reset,Medium,Chat,124,29.34,2
TKT00419,CUST00012,Customer 1918,customer664@example.com,Analytics Suite,Technical Issue,Payment issue,Closed,Configuration fixed,Low,Phone,238,22.47,1
TKT00420,CUST00342,Customer 1868,customer117@example.com,Laptop,Account Access,Installation help,Open,Configuration fixed,Medium,Phone,321,42.92,5
TKT00421,CUST01837,Customer 949,customer769@example.com,Cloud Subscription,Billing,Login problem,In Progress,Refund processed,High,Chat,497,63.1,4
TKT00422,CUST00957,Customer 1018,customer1143@example.com,Analytics Suite,Feature Request,General enquiry,Open,Refund processed,Critical,Chat,44,57.58,3
TKT00423,CUST00335,Customer 1722,customer510@example.com,Cloud Subscription,Technical Issue,General enquiry,Closed,Refund processed,Medium,Chat,297,102.22,5
TKT00424,CUST01919,Customer 341,customer421@example.com,Analytics Suite,Technical Issue,Payment issue,Open,Password reset,High,Web Form,474,24.08,2
TKT00425,CUST00833,Customer 549,customer1042@example.com,Cloud Subscription,Product Question,Performance issue,Resolved,Escalated,Medium,Phone,26,89.71,2
TKT00426,CUST01407,Customer 287,customer31@example.com,CRM License,Technical Issue,Login problem,Closed,Refund processed,Critical,Web Form,12,109.15,4
TKT00427,CUST01090,Customer 1179,customer1480@example.com,Cloud Subscription,Feature Request,Performance issue,Resolved,Information provided,Critical,Chat,54,4.91,5
TKT00428,CUST00226,Customer 1798,customer1368@example.com,CRM License,Billing,Performance issue,In Progress,Password reset,Critical,Email,194,90.27,4
TKT00429,CUST01421,Customer 626,customer1932@example.com,Analytics Suite,Billing,Performance issue,In Progress,Escalated,Low,Chat,72,33.3,1
TKT00430,CUST01910,Customer 1772,customer296@example.com,Laptop,Account Access,Installation help,Closed,Configuration fixed,Critical,Web Form,231,54.0,2
TKT00431,CUST01954,Customer 1022,customer1597@example.com,AI Platform,Billing,General enquiry,In Progress,Escalated,Medium,Web Form,180,7.8,5
TKT00432,CUST01532,Customer 503,customer203@example.com,Analytics Suite,Technical Issue,Payment issue,Open,Refund processed,Low,Phone,463,35.67,1
TKT00433,CUST01343,Customer 1920,customer1539@example.com,Cloud Subscription,Technical Issue,General enquiry,In Progress,Configuration fixed,Medium,Phone,227,13.9,3
TKT00434,CUST01474,Customer 1247,customer457@example.com,Support Package,Billing,Login problem,Closed,Information provided,Low,Web Form,584,28.33,4
TKT00435,CUST01939,Customer 1093,customer1644@example.com,AI Platform,Product Question,Login problem,Resolved,Information provided,Medium,Chat,95,4.42,5
TKT00436,CUST01103,Customer 334,customer276@example.com,CRM License,Product Question,General enquiry,Resolved,Refund processed,Medium,Chat,116,112.7,4
TKT00437,CUST01814,Customer 1106,customer1623@example.com,AI Platform,Product Question,Installation help,In Progress,Refund processed,Critical,Web Form,481,107.49,5
TKT00438,CUST00788,Customer 463,customer1246@example.com,Cloud Subscription,Technical Issue,Payment issue,Resolved,Information provided,Medium,Chat,85,78.29,1
TKT00439,CUST00634,Customer 843,customer92@example.com,CRM License,Billing,Performance issue,Resolved,Configuration fixed,High,Phone,226,39.36,2
TKT00440,CUST00220,Customer 1842,customer535@example.com,CRM License,Technical Issue,General enquiry,Closed,Password reset,Critical,Phone,373,113.22,1
TKT00441,CUST00925,Customer 1991,customer952@example.com,Support Package,Product Question,General enquiry,Resolved,Escalated,Critical,Web Form,535,116.63,5
TKT00442,CUST01240,Customer 804,customer1342@example.com,Analytics Suite,Technical Issue,Payment issue,Resolved,Escalated,High,Phone,131,95.45,4
TKT00443,CUST00816,Customer 641,customer1470@example.com,CRM License,Feature Request,Login problem,Resolved,Escalated,High,Chat,167,81.95,5
TKT00444,CUST00256,Customer 418,customer1092@example.com,Cloud Subscription,Product Question,Login problem,Closed,Escalated,Critical,Email,16,39.79,4
TKT00445,CUST00882,Customer 419,customer1383@example.com,Support Package,Billing,Performance issue,In Progress,Configuration fixed,High,Phone,244,106.05,4
TKT00446,CUST01180,Customer 1049,customer708@example.com,AI Platform,Billing,Login problem,Resolved,Information provided,Medium,Phone,140,60.24,4
TKT00447,CUST00236,Customer 1934,customer654@example.com,Analytics Suite,Technical Issue,Installation help,Closed,Password reset,High,Phone,175,76.07,3
TKT00448,CUST01080,Customer 1703,customer387@example.com,Analytics Suite,Technical Issue,Installation help,Resolved,Information provided,High,Phone,142,21.2,5
TKT00449,CUST00764,Customer 580,customer1334@example.com,Support Package,Feature Request,Performance issue,Closed,Information provided,High,Phone,597,3.06,5
TKT00450,CUST01194,Customer 1666,customer1346@example.com,Laptop,Product Question,Performance issue,In Progress,Configuration fixed,High,Email,331,118.51,4
TKT00451,CUST00013,Customer 943,customer1827@example.com,Laptop,Technical Issue,Payment issue,Closed,Information provided,Medium,Phone,301,74.77,2
TKT00452,CUST01654,Customer 1325,customer1049@example.com,Analytics Suite,Feature Request,Login problem,Resolved,Escalated,Low,Chat,271,82.39,4
TKT00453,CUST00798,Customer 510,customer1229@example.com,AI Platform,Account Access,Performance issue,In Progress,Refund processed,Medium,Chat,352,6.52,5
TKT00454,CUST00823,Customer 1627,customer1442@example.com,Support Package,Feature Request,Payment issue,Closed,Escalated,Critical,Phone,201,50.87,3
TKT00455,CUST00222,Customer 933,customer1745@example.com,CRM License,Account Access,Performance issue,Closed,Refund processed,Critical,Phone,91,34.47,4
TKT00456,CUST00874,Customer 1560,customer1013@example.com,Support Package,Feature Request,Login problem,Resolved,Refund processed,High,Phone,174,100.36,3
TKT00457,CUST00795,Customer 497,customer1494@example.com,Cloud Subscription,Account Access,Performance issue,Closed,Password reset,Critical,Email,193,58.52,3
TKT00458,CUST00120,Customer 1928,customer1605@example.com,Cloud Subscription,Product Question,General enquiry,Closed,Information provided,Low,Web Form,162,46.45,5
TKT00459,CUST01158,Customer 844,customer1166@example.com,CRM License,Account Access,Login problem,Open,Escalated,Critical,Phone,89,18.17,2
TKT00460,CUST00576,Customer 1312,customer1100@example.com,Analytics Suite,Feature Request,Payment issue,Closed,Password reset,Medium,Chat,517,46.33,1
TKT00461,CUST00713,Customer 1071,customer1334@example.com,Laptop,Billing,Login problem,Open,Configuration fixed,High,Web Form,260,43.77,4
TKT00462,CUST00163,Customer 1196,customer1627@example.com,Support Package,Technical Issue,Login problem,In Progress,Password reset,High,Phone,277,94.55,3
TKT00463,CUST01281,Customer 514,customer1115@example.com,Analytics Suite,Product Question,Payment issue,In Progress,Escalated,Critical,Phone,534,101.78,1
TKT00464,CUST00284,Customer 1812,customer1100@example.com,Cloud Subscription,Technical Issue,Performance issue,Resolved,Information provided,High,Chat,513,45.82,2
TKT00465,CUST01190,Customer 418,customer436@example.com,Cloud Subscription,Account Access,Login problem,In Progress,Password reset,High,Web Form,149,49.53,4
TKT00466,CUST00854,Customer 724,customer1924@example.com,AI Platform,Feature Request,Payment issue,Closed,Information provided,Medium,Phone,597,117.04,4
TKT00467,CUST01488,Customer 862,customer115@example.com,CRM License,Account Access,Performance issue,Closed,Password reset,Critical,Email,254,45.69,3
TKT00468,CUST00815,Customer 986,customer1707@example.com,Support Package,Billing,General enquiry,In Progress,Refund processed,High,Phone,298,75.62,4
TKT00469,CUST01312,Customer 452,customer767@example.com,Support Package,Product Question,General enquiry,In Progress,Configuration fixed,Low,Email,560,16.61,5
TKT00470,CUST01872,Customer 1719,customer509@example.com,Laptop,Billing,Performance issue,In Progress,Configuration fixed,Medium,Chat,557,51.75,2
TKT00471,CUST00519,Customer 1232,customer454@example.com,Laptop,Product Question,General enquiry,Resolved,Information provided,Medium,Chat,563,29.37,2
TKT00472,CUST00239,Customer 1958,customer1457@example.com,Support Package,Technical Issue,Performance issue,In Progress,Escalated,Medium,Chat,106,29.53,4
TKT00473,CUST01215,Customer 703,customer580@example.com,Support Package,Billing,Login problem,Resolved,Information provided,High,Phone,49,28.47,2
TKT00474,CUST00299,Customer 843,customer264@example.com,CRM License,Account Access,Payment issue,Closed,Escalated,Low,Chat,187,57.23,4
TKT00475,CUST00439,Customer 1141,customer922@example.com,AI Platform,Feature Request,Installation help,Resolved,Refund processed,Medium,Phone,171,35.65,3
TKT00476,CUST01502,Customer 1180,customer1823@example.com,Cloud Subscription,Account Access,Performance issue,Closed,Password reset,Medium,Web Form,396,98.11,5
TKT00477,CUST01370,Customer 346,customer1738@example.com,CRM License,Feature Request,Login problem,Open,Configuration fixed,Low,Chat,98,54.12,1
TKT00478,CUST00045,Customer 1676,customer692@example.com,Cloud Subscription,Technical Issue,Login problem,Closed,Information provided,Low,Web Form,144,7.06,5
TKT00479,CUST01178,Customer 1990,customer1293@example.com,Laptop,Product Question,General enquiry,Closed,Configuration fixed,Medium,Email,479,52.92,5
TKT00480,CUST01302,Customer 1038,customer955@example.com,Analytics Suite,Billing,Login problem,Open,Refund processed,High,Phone,355,12.36,4
TKT00481,CUST00645,Customer 758,customer797@example.com,Analytics Suite,Technical Issue,Login problem,Open,Configuration fixed,Medium,Phone,477,18.08,5
TKT00482,CUST01496,Customer 810,customer42@example.com,Laptop,Billing,Payment issue,Resolved,Configuration fixed,Critical,Phone,539,16.67,1
TKT00483,CUST01443,Customer 124,customer312@example.com,CRM License,Technical Issue,Installation help,Closed,Configuration fixed,Medium,Email,562,95.24,5
TKT00484,CUST01258,Customer 130,customer1736@example.com,Analytics Suite,Billing,Login problem,In Progress,Refund processed,Critical,Web Form,584,51.83,5
TKT00485,CUST00501,Customer 749,customer1926@example.com,AI Platform,Feature Request,Installation help,Open,Password reset,High,Email,404,0.62,5
TKT00486,CUST00576,Customer 425,customer1897@example.com,Cloud Subscription,Billing,Installation help,Closed,Refund processed,Medium,Chat,321,61.65,4
TKT00487,CUST01095,Customer 592,customer1912@example.com,Support Package,Feature Request,Payment issue,In Progress,Information provided,Low,Email,386,24.55,2
TKT00488,CUST00208,Customer 663,customer942@example.com,Analytics Suite,Billing,Performance issue,Closed,Information provided,High,Email,442,86.22,5
TKT00489,CUST00822,Customer 359,customer132@example.com,Support Package,Technical Issue,Performance issue,In Progress,Password reset,High,Phone,523,113.02,1
TKT00490,CUST01989,Customer 804,customer376@example.com,Laptop,Feature Request,Payment issue,Resolved,Password reset,Critical,Email,362,20.86,4
TKT00491,CUST01285,Customer 74,customer1589@example.com,AI Platform,Technical Issue,Performance issue,Open,Configuration fixed,Critical,Chat,350,33.54,1
TKT00492,CUST01719,Customer 1553,customer1388@example.com,Support Package,Account Access,Login problem,In Progress,Refund processed,High,Chat,253,85.62,5
TKT00493,CUST00650,Customer 1389,customer1978@example.com,CRM License,Product Question,Installation help,In Progress,Information provided,Low,Phone,488,76.07,2
TKT00494,CUST01462,Customer 334,customer594@example.com,AI Platform,Technical Issue,Login problem,Closed,Information provided,Medium,Email,215,99.49,4
TKT00495,CUST01471,Customer 328,customer798@example.com,Support Package,Billing,Performance issue,Open,Password reset,Low,Phone,207,78.08,1
TKT00496,CUST00375,Customer 145,customer1921@example.com,AI Platform,Billing,Login problem,Closed,Information provided,Low,Phone,369,23.32,1
TKT00497,CUST00442,Customer 370,customer1830@example.com,Support Package,Product Question,Installation help,Resolved,Escalated,Medium,Phone,380,100.33,1
TKT00498,CUST00862,Customer 1176,customer623@example.com,Cloud Subscription,Feature Request,Payment issue,Closed,Refund processed,Low,Email,208,19.72,3
TKT00499,CUST01275,Customer 152,customer1915@example.com,Analytics Suite,Billing,Payment issue,Open,Escalated,Critical,Email,8,10.52,5
TKT00500,CUST01420,Customer 17,customer1152@example.com,Laptop,Billing,Performance issue,Resolved,Configuration fixed,Critical,Web Form,449,112.77,2
TKT00501,CUST01953,Customer 1142,customer1986@example.com,AI Platform,Account Access,Performance issue,In Progress,Information provided,Low,Chat,55,70.26,2
TKT00502,CUST00203,Customer 1862,customer99@example.com,Cloud Subscription,Technical Issue,Payment issue,Open,Configuration fixed,Medium,Web Form,77,40.07,2
TKT00503,CUST01282,Customer 938,customer1152@example.com,Support Package,Feature Request,Payment issue,Resolved,Information provided,Critical,Chat,67,31.14,1
TKT00504,CUST01915,Customer 513,customer1980@example.com,Analytics Suite,Technical Issue,General enquiry,Open,Information provided,Medium,Phone,431,10.62,2
TKT00505,CUST00339,Customer 1663,customer1925@example.com,AI Platform,Billing,Installation help,In Progress,Password reset,Medium,Web Form,451,67.42,2
TKT00506,CUST01911,Customer 1668,customer1153@example.com,Laptop,Product Question,Login problem,Open,Password reset,High,Web Form,307,104.5,4
TKT00507,CUST01685,Customer 1672,customer85@example.com,CRM License,Technical Issue,Login problem,Closed,Information provided,Medium,Phone,57,81.75,4
TKT00508,CUST00301,Customer 760,customer1951@example.com,Analytics Suite,Technical Issue,Performance issue,Closed,Information provided,Critical,Chat,50,91.56,4
TKT00509,CUST00424,Customer 82,customer317@example.com,Laptop,Account Access,General enquiry,Open,Refund processed,High,Web Form,338,72.01,2
TKT00510,CUST00395,Customer 1998,customer602@example.com,Support Package,Technical Issue,Performance issue,In Progress,Information provided,Low,Web Form,504,1.68,5
TKT00511,CUST00185,Customer 1791,customer1753@example.com,Support Package,Technical Issue,Payment issue,In Progress,Escalated,Low,Email,425,53.69,4
TKT00512,CUST00729,Customer 1003,customer1055@example.com,CRM License,Feature Request,Installation help,Resolved,Escalated,High,Email,330,4.78,5
TKT00513,CUST00883,Customer 1570,customer516@example.com,CRM License,Product Question,Payment issue,Resolved,Information provided,Medium,Web Form,302,10.22,4
TKT00514,CUST00902,Customer 1926,customer37@example.com,Support Package,Billing,General enquiry,Closed,Refund processed,Medium,Email,441,21.5,1
TKT00515,CUST01666,Customer 117,customer365@example.com,Analytics Suite,Account Access,Login problem,Resolved,Refund processed,High,Phone,128,106.78,2
TKT00516,CUST00882,Customer 938,customer1542@example.com,Cloud Subscription,Account Access,Installation help,Open,Configuration fixed,Medium,Chat,75,26.21,4
TKT00517,CUST00383,Customer 1724,customer1434@example.com,Laptop,Technical Issue,Payment issue,In Progress,Refund processed,Critical,Chat,214,54.49,1
TKT00518,CUST01377,Customer 1429,customer334@example.com,Support Package,Product Question,Installation help,Resolved,Password reset,High,Phone,94,105.24,5
TKT00519,CUST01282,Customer 221,customer1803@example.com,Laptop,Account Access,General enquiry,Open,Configuration fixed,Critical,Web Form,163,81.54,2
TKT00520,CUST00941,Customer 128,customer851@example.com,Laptop,Technical Issue,Login problem,Closed,Escalated,Critical,Chat,527,16.35,4
TKT00521,CUST01287,Customer 651,customer1399@example.com,Laptop,Product Question,Installation help,Resolved,Password reset,High,Web Form,289,55.75,2
TKT00522,CUST00369,Customer 890,customer1341@example.com,Laptop,Technical Issue,General enquiry,Resolved,Password reset,Low,Web Form,281,92.63,1
TKT00523,CUST01559,Customer 248,customer231@example.com,AI Platform,Technical Issue,Installation help,Resolved,Password reset,High,Chat,450,53.54,2
TKT00524,CUST00523,Customer 542,customer165@example.com,Support Package,Account Access,Installation help,Resolved,Refund processed,Low,Phone,178,26.48,5
TKT00525,CUST00097,Customer 1025,customer1227@example.com,Support Package,Feature Request,General enquiry,Resolved,Refund processed,High,Chat,425,77.4,3
TKT00526,CUST00823,Customer 1587,customer1568@example.com,Laptop,Technical Issue,General enquiry,Closed,Refund processed,Critical,Web Form,312,49.2,3
TKT00527,CUST00481,Customer 1135,customer1878@example.com,Support Package,Billing,Login problem,In Progress,Escalated,High,Web Form,344,61.89,3
TKT00528,CUST01039,Customer 1065,customer1612@example.com,Laptop,Billing,Payment issue,In Progress,Information provided,Critical,Web Form,224,15.43,3
TKT00529,CUST00928,Customer 1484,customer1173@example.com,CRM License,Account Access,Performance issue,Open,Information provided,High,Chat,558,108.65,4
TKT00530,CUST01847,Customer 1281,customer1063@example.com,CRM License,Billing,Installation help,Resolved,Information provided,High,Phone,584,110.56,2
TKT00531,CUST00833,Customer 453,customer809@example.com,Analytics Suite,Technical Issue,General enquiry,Open,Escalated,High,Chat,76,36.74,1
TKT00532,CUST00193,Customer 508,customer1210@example.com,Analytics Suite,Account Access,Login problem,Closed,Information provided,Low,Web Form,119,35.47,5
TKT00533,CUST01027,Customer 232,customer1916@example.com,Support Package,Technical Issue,Payment issue,Closed,Refund processed,Low,Email,449,20.89,2
TKT00534,CUST01609,Customer 234,customer189@example.com,AI Platform,Account Access,Installation help,In Progress,Configuration fixed,Low,Web Form,318,70.51,5
TKT00535,CUST00531,Customer 1660,customer957@example.com,Analytics Suite,Billing,General enquiry,Resolved,Password reset,Critical,Web Form,462,24.29,4
TKT00536,CUST00622,Customer 1362,customer898@example.com,Support Package,Feature Request,Installation help,In Progress,Configuration fixed,Low,Email,200,73.93,5
TKT00537,CUST00362,Customer 1283,customer609@example.com,AI Platform,Product Question,Performance issue,Closed,Password reset,High,Phone,388,113.52,4
TKT00538,CUST01455,Customer 885,customer1683@example.com,CRM License,Billing,Payment issue,In Progress,Escalated,Medium,Email,100,22.11,2
TKT00539,CUST00334,Customer 182,customer1094@example.com,Support Package,Product Question,Performance issue,In Progress,Password reset,Medium,Web Form,577,27.5,1
TKT00540,CUST00517,Customer 835,customer179@example.com,AI Platform,Technical Issue,Performance issue,Resolved,Escalated,High,Email,409,11.4,1
TKT00541,CUST00175,Customer 308,customer1392@example.com,Analytics Suite,Product Question,Login problem,Open,Configuration fixed,Critical,Web Form,387,38.13,2
TKT00542,CUST00771,Customer 1928,customer1978@example.com,Analytics Suite,Technical Issue,Installation help,Open,Configuration fixed,Low,Phone,83,105.85,5
TKT00543,CUST01736,Customer 806,customer376@example.com,Support Package,Billing,Login problem,Open,Configuration fixed,High,Phone,535,2.41,1
TKT00544,CUST00887,Customer 237,customer972@example.com,Support Package,Technical Issue,Payment issue,Open,Escalated,Low,Email,166,76.53,5
TKT00545,CUST00237,Customer 567,customer481@example.com,AI Platform,Feature Request,Installation help,Resolved,Information provided,Low,Phone,75,46.39,3
TKT00546,CUST01502,Customer 1288,customer26@example.com,Laptop,Account Access,Login problem,Resolved,Information provided,High,Chat,293,38.45,5
TKT00547,CUST00711,Customer 903,customer862@example.com,Laptop,Technical Issue,General enquiry,Closed,Password reset,Low,Chat,580,21.08,5
TKT00548,CUST00333,Customer 121,customer680@example.com,Laptop,Feature Request,General enquiry,Resolved,Escalated,Medium,Phone,255,100.01,4
TKT00549,CUST00040,Customer 724,customer1804@example.com,CRM License,Product Question,Payment issue,Closed,Configuration fixed,High,Email,6,98.82,2
TKT00550,CUST00694,Customer 1370,customer1002@example.com,CRM License,Technical Issue,Installation help,Resolved,Configuration fixed,Low,Web Form,546,5.39,1
TKT00551,CUST00314,Customer 1063,customer1262@example.com,CRM License,Feature Request,Installation help,In Progress,Configuration fixed,Medium,Email,393,69.4,3
TKT00552,CUST01058,Customer 1120,customer1918@example.com,Analytics Suite,Feature Request,Login problem,Closed,Password reset,High,Web Form,391,50.09,3
TKT00553,CUST00865,Customer 1322,customer1060@example.com,CRM License,Account Access,Installation help,Open,Password reset,Critical,Email,335,1.25,2
TKT00554,CUST01316,Customer 1454,customer1411@example.com,Support Package,Technical Issue,General enquiry,Open,Configuration fixed,Low,Web Form,43,36.99,1
TKT00555,CUST00550,Customer 856,customer1051@example.com,Cloud Subscription,Technical Issue,Payment issue,Closed,Refund processed,High,Web Form,420,22.97,3
TKT00556,CUST00153,Customer 1502,customer1163@example.com,Analytics Suite,Product Question,Login problem,Closed,Refund processed,High,Email,87,91.73,3
TKT00557,CUST00228,Customer 1812,customer418@example.com,Analytics Suite,Feature Request,Performance issue,Closed,Information provided,Medium,Phone,126,53.95,1
TKT00558,CUST00190,Customer 265,customer1934@example.com,AI Platform,Technical Issue,Installation help,Resolved,Configuration fixed,Low,Web Form,352,95.86,1
TKT00559,CUST00536,Customer 1457,customer613@example.com,AI Platform,Billing,Installation help,Open,Password reset,Critical,Phone,311,116.27,3
TKT00560,CUST01437,Customer 550,customer590@example.com,CRM License,Product Question,Installation help,Open,Refund processed,Low,Phone,136,48.47,3
TKT00561,CUST01095,Customer 217,customer676@example.com,Support Package,Feature Request,Performance issue,Open,Password reset,Low,Phone,41,66.87,3
TKT00562,CUST00733,Customer 505,customer760@example.com,Laptop,Billing,Installation help,Open,Information provided,Medium,Chat,119,116.76,4
TKT00563,CUST00476,Customer 1860,customer705@example.com,Cloud Subscription,Billing,Payment issue,Open,Refund processed,Low,Email,28,20.37,4
TKT00564,CUST00332,Customer 1217,customer1537@example.com,CRM License,Technical Issue,General enquiry,Resolved,Configuration fixed,High,Email,592,6.97,5
TKT00565,CUST00292,Customer 917,customer1446@example.com,Laptop,Billing,Installation help,Open,Escalated,High,Email,48,56.62,5
TKT00566,CUST00527,Customer 517,customer1189@example.com,Cloud Subscription,Account Access,Payment issue,Resolved,Configuration fixed,Low,Chat,426,58.8,1
TKT00567,CUST00999,Customer 1066,customer598@example.com,Analytics Suite,Feature Request,Payment issue,In Progress,Information provided,Critical,Phone,226,111.52,2
TKT00568,CUST01197,Customer 1032,customer438@example.com,Support Package,Account Access,General enquiry,Closed,Refund processed,Critical,Web Form,182,54.95,5
TKT00569,CUST01891,Customer 816,customer1365@example.com,Analytics Suite,Account Access,Installation help,Open,Password reset,Medium,Chat,3,53.56,5
TKT00570,CUST01907,Customer 885,customer1503@example.com,CRM License,Product Question,Payment issue,Resolved,Configuration fixed,Critical,Email,18,60.02,1
TKT00571,CUST00525,Customer 1448,customer804@example.com,CRM License,Technical Issue,General enquiry,Closed,Refund processed,Medium,Web Form,598,53.75,2
TKT00572,CUST01464,Customer 1172,customer535@example.com,CRM License,Feature Request,General enquiry,Closed,Refund processed,Medium,Phone,477,107.9,5
TKT00573,CUST00262,Customer 58,customer912@example.com,AI Platform,Account Access,Login problem,Open,Information provided,High,Email,170,74.33,1
TKT00574,CUST01595,Customer 703,customer1118@example.com,Cloud Subscription,Billing,Payment issue,Open,Refund processed,Medium,Chat,347,95.66,3
TKT00575,CUST01859,Customer 125,customer118@example.com,Laptop,Feature Request,Payment issue,Resolved,Information provided,High,Phone,538,18.98,5
TKT00576,CUST01217,Customer 1850,customer1713@example.com,Laptop,Billing,Installation help,Resolved,Refund processed,Low,Email,188,105.18,1
TKT00577,CUST01077,Customer 645,customer1436@example.com,Laptop,Account Access,Performance issue,Closed,Configuration fixed,High,Web Form,576,116.42,5
